drug_name,indication_name
nifedipine,tachycardia
baclofen,pain
ogen,atrophic vulvovaginitis
meperidine,pancreatitis acute
flecainide,arrhythmia
amoxicillin,gonorrhoea
venlafaxine,dysphoria
cortisol,asthma
atropine,neurogenic bowel
meloxicam,juvenile idiopathic arthritis
irbesartan,hepatocellular injury
flurbiprofen,pain
pilocarpine,tension
baclofen,multiple sclerosis
omeprazole,liver disorder
k779,disease progression
bromocriptine,dyskinesia
methylprednisolone,proctocolitis
acyclovir,acquired immunodeficiency syndrome
pentazocine,pain
salmon,bone lesion
morphine,pain
rifampicin,staphylococcal infection
posaconazole,aspergillus infection
metaproterenol,pulmonary congestion
dexamethasone,hypercalcaemia
doxorubicin,menopause
deprenyl,dysphoria
sildenafil,liver disorder
cortisol,pneumonia aspiration
progesterone,anxiety
aripiprazole,dementia alzheimer's type
pregabalin,neuralgia
sertraline,disturbance in attention
bupropion,sexual dysfunction
cortisone,skin disorder
demethyl,sympathetic ophthalmia
valproate,loss of consciousness
fosphenytoin,diabetes mellitus
ciprofloxacin,cystic fibrosis
doxycycline,pneumonia chlamydial
clozapine,nausea
hydrochlorothiazide,dehydration
oxaprozin,osteoarthritis
leflunomide,neoplasm
atropine,functional gastrointestinal disorder
buspirone,mass
temozolomide,metastatic malignant melanoma
metronidazole,pelvic abscess
fty720,physical disability
pimecrolimus,dermatitis atopic
ofloxacin,impetigo
prednisone,multiple sclerosis
tobramycin,staphylococcal infection
cetirizine,seasonal allergy
omeprazole,infection
acyclovir,hypersensitivity
ketoprofen,bursitis
risperidone,delusion
ketoconazole,tinea infection
zoledronic,renal impairment
febuxostat,gouty tophus
sparfloxacin,infection
ganciclovir,candida infection
fentanyl,cancer pain
paclitaxel,b-cell type acute leukaemia
candesartan,cardiac failure
nitrazepam,overwork
moxifloxacin,bronchitis
medroxyprogesterone,induration
pge1,congenital pulmonary valve atresia
lidocaine,pruritus genital
conjugated,uterine haemorrhage
modafinil,dyskinesia
ranitidine,infection
prednisolone,mycosis fungoides
dexamethasone,keratitis
medroxyprogesterone,hepatocellular injury
ciprofloxacin,conjunctivitis
gabapentin,pseudocroup
paroxetine,anxiety
mirtazapine,somnolence
lamotrigine,epilepsy
pregabalin,diabetic neuropathy
ketorolac,haemorrhage
fluvoxamine,obsessive-compulsive disorder
citalopram,depression
cyclophosphamide,mediastinal disorder
ketoprofen,synovitis
calcium,arthropod bite
cefpodoxime,pharyngitis
prednisone,dermatitis contact
anthracycline,hodgkin's disease lymphocyte depletion type stage unspecified
diclofenac,seborrhoeic keratosis
rabeprazole,gastrinoma
ketoprofen,sports injury
cyclophosphamide,x-linked lymphoproliferative syndrome
k779,effusion
prednisone,iritis
quinidine,cardiac flutter
nifedipine,arteriospasm coronary
moxifloxacin,pneumonia
oseltamivir,musculoskeletal discomfort
pregabalin,renal impairment
ketoprofen,pain
citalopram,affect lability
metoprolol,cardiac failure
lamotrigine,convulsion
fluoxetine,nausea
flurbiprofen,miosis
hydroxyurea,myeloproliferative disorder
retinoic,skin cancer
diclofenac,vomiting
lisinopril,hypotension
diclofenac,infection
demethyl,dermatitis atopic
tacrolimus,kidney transplant rejection
ciprofloxacin,renal function test abnormal
duloxetine,generalised anxiety disorder
ciprofloxacin,urethritis noninfective
metoprolol,hepatic cirrhosis
trovafloxacin,diabetic foot infection
doxorubicin,rhabdomyosarcoma
cortisol,gouty arthritis
demethyl,transfusion reaction
cetirizine,rhinitis seasonal
atropine,open angle glaucoma
valproate,hyperglycaemia
voriconazole,oesophageal candidiasis
vancocine,pneumonia
cortisol,thyroiditis
doxycycline,cat scratch disease
medroxyprogesterone,endometrial hyperplasia
paroxetine,hypertension
tranylcypromine,suicidal ideation
testosterone,klinefelter's syndrome
posaconazole,immunodeficiency
prednisone,rheumatic disorder
buspirone,hyperkinesia
citalopram,decreased interest
triazolam,insomnia
duloxetine,insomnia
citalopram,insomnia
lenalidomide,dermatitis
metoprolol,migraine
bromcresol,carcinoma in situ
methotrexate,choriocarcinoma
dexamethasone,erythema multiforme
fluoride,sensitivity of teeth
ofloxacin,gonorrhoea
methylene,fistula
trametinib,interstitial lung disease
duloxetine,pain
progesterone,vomiting
prednisone,anaemia
haloperidol,abnormal behaviour
progesterone,arthralgia
pravastatin,hepatocellular injury
ofloxacin,hepatic cirrhosis
clomipramine,emotional distress
lovastatin,arteriosclerosis coronary artery
entecavir,alanine aminotransferase increased
ofloxacin,cervicitis
buprenorphine,pain
carbamazepine,atrioventricular block
penicillin,septic arthritis streptobacillus
atorvastatin,coronary artery disease
efavirenz,hiv infection
ganciclovir,toxoplasmosis
prednisone,epilepsy
retinoic,autoimmune disorder
ciprofloxacin,urinary tract infection
salmon,plasma cell myeloma
apixaban,hypertension
medroxyprogesterone,pregnancy
hydrochlorothiazide,fluid overload
fluoxetine,depression
desloratadine,erythema
paclitaxel,hypersensitivity
fluoxetine,chest pain
valproate,urinary tract infection
cefprozil,renal impairment
amoxicillin,mitral valve prolapse
voriconazole,haematological malignancy
betamethasone,psoriasis
oxycodone,sphincter of oddi dysfunction
sodium,nausea
nitrazepam,mental disorder
penicillin,heart disease congenital
ciprofloxacin,respiratory tract infection
acyclovir,scab
omeprazole,erosive oesophagitis
fluoxetine,bradyphrenia
carbenicillin,asymptomatic bacteriuria
citalopram,irritability
diltiazem,atrial fibrillation
clindamycin,lower respiratory tract infection
medroxyprogesterone,vaginal haemorrhage
ganciclovir,acquired immunodeficiency syndrome
itraconazole,oral candidiasis
tmc435,chronic hepatitis c
ceftazidime,pseudomonas infection
lenalidomide,rash
gabapentin,pancreatitis
iopamidol,hypersensitivity
alfuzosin,urinary retention
pixantrone,b-cell lymphoma
dorzolamide,glaucoma
clopidogrel,ischaemia
ofloxacin,acne
lansoprazole,infection
triamcinolone,rhinitis allergic
fentanyl,mucosal inflammation
maprotiline,apathy
oxybutynin,incontinence
tadalafil,benign prostatic hyperplasia
triamcinolone,rheumatoid arthritis
carbamazepine,headache
pergolide,dyskinesia
furosemide,nephropathy
minocycline,soft tissue infection
methotrexate,benign hydatidiform mole
irbesartan,nephropathy
methotrexate,oesophageal carcinoma
estradiol,bone density decreased
clindamycin,scarlet fever
lovastatin,cardiovascular disorder
conjugated,menopause
ketorolac,eye pain
baclofen,respiratory depression
canagliflozin,uncircumcised
montelukast,rhinitis seasonal
paroxetine,movement disorder
flecainide,ventricular arrhythmia
ceftazidime,nephrolithiasis
metoprolol,tachycardia
iodixanol,prostatomegaly
tacrolimus,rheumatoid arthritis
paclitaxel,loss of consciousness
meloxicam,arthropathy
ofloxacin,renal failure
fluoxetine,suicidal ideation
doxorubicin,neoplasm malignant
nitroglycerin,anal fissure
clobetasone,pruritus
prednisone,mendelson's syndrome
itraconazole,body tinea
captopril,vascular resistance systemic
progesterone,menstruation irregular
5-fu,basal cell carcinoma
budesonide,vasomotor rhinitis
sulindac,bedridden
prednisone,optic neuritis
paroxetine,disturbance in attention
ziprasidone,schizophrenia
citalopram,cardiac disorder
olanzapine,drug abuse
dexamethasone,eczema nummular
bazedoxifene,multiple fractures
mitoxantrone,acute myeloid leukaemia
ibuprofen,haemorrhage
fluvoxamine,liver disorder
pramipexole,parkinson's disease
paroxetine,suicidal behaviour
metoprolol,cardiogenic shock
sodium,confusional state
aripiprazole,dyskinesia
dexamethasone,dermatitis
montelukast,rhinitis allergic
duloxetine,dysphoria
gabapentin,erythema multiforme
ziprasidone,dementia
formoterol,bronchospasm
ofloxacin,renal impairment
furosemide,infection
ibuprofen,soft tissue injury
dasatinib,blast cell crisis
morphine,vomiting
paclitaxel,ovarian epithelial cancer
losartan,nephropathy
risperidone,liver disorder
granisetron,dysphagia
paroxetine,affect lability
fentanyl,respiratory depression
meperidine,stupor
omeprazole,abdominal distension
sodium,cardiac failure
diatrizoate,glioblastoma
conivaptan,inappropriate antidiuretic hormone secretion
dexamethasone,pregnancy
methotrexate,osteosarcoma metastatic
doxorubicin,ovarian cancer
sildenafil,pulmonary arterial hypertension
ceftazidime,cystitis
ganciclovir,pneumonia cytomegaloviral
5-asa,crohn's disease
entecavir,foetor hepaticus
ropivacaine,pain
norfloxacin,dysentery
estradiol,endometrial hyperplasia
salmeterol,dyspnoea
octreotide,post procedural complication
gemcitabine,hypersensitivity
erythromycin,rheumatic heart disease
aripiprazole,irritability
cefaclor,pneumonia
nadolol,angina pectoris
estradiol,coronary artery disease
risperidone,bipolar disorder
nevirapine,autoimmune disorder
haloperidol,tourette's disorder
cortisol,serum sickness
streptomycin,plague
copolymer,multiple sclerosis
ticagrelor,asthma
melphalan,renal failure
gemcitabine,ovarian epithelial cancer
valsartan,pulmonary oedema
acetaminophen,rhinorrhoea
meropenem,febrile neutropenia
octreotide,arthralgia
ofloxacin,otitis media chronic
itraconazole,renal failure
acetaminophen,influenza
l-dmp,palpitations
5-azacytidine,acute myeloid leukaemia
clomiphene,haemoglobin
trimethoprim-sulfamethoxazole,gastroenteritis
sotalol,sudden death
oxycodone,ocular hyperaemia
rasburicase,lymphoma
valproate,nonketotic hyperglycinaemia
sertraline,abdominal distension
doxepin,dermatitis atopic
risperidone,autism
afatinib,small cell lung cancer
imatinib,dermatofibrosarcoma protuberans
paclitaxel,disease progression
paroxetine,agitation
pantoprazole,haemoglobin
rivastigmine,dementia
cyproheptadine,hypersensitivity
domperidone,impaired gastric emptying
metoprolol,myocardial infarction
cefotaxime,gonorrhoea
progesterone,coagulopathy
fondaparinux,angina unstable
domperidone,gastric atony
lercanidipine,angina pectoris
modafinil,narcolepsy
ribavirin,respiratory syncytial virus infection
memantine,vascular dementia
gentamicin,pustular psoriasis
verapamil,myocardial infarction
metronidazole,abdominal abscess
stalevo,parkinsonism
foscarnet,encephalitis
trifluoperazine,bipolar i disorder
bicarbonate,nephropathy
tamoxifen,albright's disease
iodixanol,contrast media reaction
tigecycline,bacteraemia
levetiracetam,grand mal convulsion
toremifene,neoplasm
lurasidone,dementia
diazepam,anxiety
diatrizoate,pinealoma
gemcitabine,febrile neutropenia
duloxetine,pregnancy
fentanyl,hypoventilation
adenosine,sinus rhythm
demethyl,systemic lupus erythematosus
5-asa,proctitis ulcerative
ramipril,myocardial infarction
deferoxamine,hypoproteinaemia
doxorubicin,prostate cancer
clozapine,psychotic disorder
diclofenac,pharyngotonsillitis
cortisol,laryngeal oedema
acenocoumarol,pulmonary embolism
cisplatin,anal cancer
anastrozole,breast cancer
tacrolimus,immunodeficiency
citalopram,asthenia
ribavirin,heart disease congenital
morphine,constipation
tinidazole,amoebiasis
octreotide,flushing
clarithromycin,atypical pneumonia
morphine,nausea
ciprofloxacin,back pain
bisacodyl,constipation
ustekinumab,latent tuberculosis
metoclopramide,vomiting
pregabalin,generalised anxiety disorder
cyproterone,seborrhoeic dermatitis
didanosine,renal impairment
gabapentin,post herpetic neuralgia
irbesartan,cardiac failure
octreotide,glucagonoma
diazepam,diplegia
fluphenazine,sedation
l-dmp,fatigue
bcnu,pancytopenia
5-fu,oesophageal carcinoma
diclofenac,swelling
lovastatin,foetor hepaticus
sertraline,flatulence
doxorubicin,lung neoplasm malignant
metoclopramide,hypotonia
methylphenidate,cardiovascular disorder
hydrochlorothiazide,essential hypertension
rofecoxib,arthritis
dexamethasone,brain cancer metastatic
doxorubicin,lymphoma
gabapentin,grand mal convulsion
trazodone,drug interaction
carvedilol,cerebrovascular accident
dexamethasone,rhinitis seasonal
simvastatin,lipid metabolism disorder
emtricitabine,blood bilirubin increased
clarithromycin,rheumatic fever
frovatriptan,migraine
tacrolimus,graft loss
carbamazepine,myoclonic epilepsy
disopyramide,renal failure
doxorubicin,leukaemia
minocycline,prostatitis
lisinopril,renal artery stenosis
trandolapril,acute coronary syndrome
ofloxacin,dermatitis bullous
indomethacin,tendonitis
gentamicin,conjunctivitis
ramiprilat,diabetic nephropathy
minocycline,yaws
mefenamic,pain
pamidronate,osteolysis
lamotrigine,renal failure
trazodone,disturbance in attention
lisinopril,cardiac failure
cimetidine,duodenal ulcer
hydralazine,hypotension
cyproheptadine,urticaria physical
octreotide,insulinoma
triamcinolone,inflammatory bowel disease
octreotide,haemoglobin
trimethoprim-sulfamethoxazole,gonorrhoea
cefixime,rheumatic fever
atorvastatin,type iii hyperlipidaemia
citalopram,obsessive-compulsive disorder
demethyl,granuloma annulare
aspirin,neck pain
deprenyl,suicide attempt
alprazolam,depersonalisation
metrodin,uterine haemorrhage
l-dmp,chest pain
alprazolam,muscle twitching
diatrizoate,meningioma
amiodarone,sinus arrhythmia
pantoprazole,gastrointestinal disorder
doxorubicin,kaposi's sarcoma aids related
zalcitabine,drug intolerance
venlafaxine,irritability
tapentadol,procedural pain
tranylcypromine,major depression
metronidazole,pneumonia necrotising
busulfan,thalassaemia
fluvoxamine,anxiety
quinidine,ventricular tachycardia
acipimox,type iib hyperlipidaemia
testosterone,dermatitis
leflunomide,arthralgia
cimetidine,anaphylactic shock
demethyl,tenosynovitis
clindamycin,pneumocystis jirovecii pneumonia
rabeprazole,ulcer
fentanyl,pulmonary function test decreased
paclitaxel,adenocarcinoma pancreas
dicloxacillin,wound infection
dalteparin,embolism
doxycycline,yaws
riluzole,motor neurone disease
progesterone,dry mouth
cortisone,oedema
histamine,dermatitis atopic
dexamethasone,berylliosis
lamivudine,hepatitis viral
salbutamol,asthma
prednisolone,psoriatic arthropathy
clomipramine,obsessive rumination
mirtazapine,convulsion
fosinopril,cardiac failure congestive
trazodone,major depression
allopurinol,myeloid metaplasia
ziprasidone,psychotic disorder
docetaxel,breast cancer stage iv
sulfasalazine,vomiting
benzathine,infection
dexamethasone,stasis dermatitis
testosterone,delayed puberty
ibuprofen,nasopharyngitis
rivastigmine,decreased appetite
testosterone,haematocrit increased
lapatinib,metastatic neoplasm
sunitinib,disease progression
k779,chronic hepatitis
propafenone,atrial flutter
fentanyl,hypoxia
sertraline,depressed mood
everolimus,angiomyolipoma
allopurinol,leukaemia
photofrin,neoplasm malignant
l-dmp,sensory loss
triamcinolone,ulcer
deprenyl,hypersomnia
triamcinolone,otitis externa
ofloxacin,pelvic inflammatory disease
cimetidine,dyspepsia
imiquimod,basal cell naevus syndrome
risperidone,mania
bcnu,neoplasm malignant
cas,hyperlipidaemia
fluoxetine,bulimia nervosa
ropinirole,parkinson's disease
tadalafil,pulmonary arterial hypertension
chlorthalidone,pregnancy
clonazepam,dizziness
amifostine,body temperature increased
cetirizine,conjunctivitis
captopril,cardiac output increased
fluoxetine,swelling
paclitaxel,hepatic function abnormal
lioh,delusion of grandeur
atomoxetine,mental disorder
acyclovir,herpes simplex
risperidone,hostility
atenolol,myocardial infarction
quinidine,atrial fibrillation
methotrexate,leukaemia
doxorubicin,hodgkin's disease lymphocyte depletion type stage unspecified
clomipramine,compulsions
lamivudine,inflammation
fluoxetine,dizziness
progesterone,abdominal distension
conjugated,endometrial cancer
olmesartan,diabetes mellitus
cefepime,abdominal infection
ropinirole,restless legs syndrome
nifedipine,essential hypertension
samarium,prostate cancer
citalopram,renal failure
fentanyl,neoplasm malignant
salmon,complex regional pain syndrome
doxepin,major depression
orlistat,type 2 diabetes mellitus
emtricitabine,alcohol abuse
citalopram,generalised anxiety disorder
minocycline,pharyngitis
estradiol,varicose vein
zuclopenthixol,confusional state
zuclopenthixol,aggression
clonazepam,drug tolerance
alprazolam,malaise
metronidazole,post procedural infection
rosuvastatin,foetor hepaticus
buspirone,schizophrenia
carbamazepine,glossopharyngeal neuralgia
phenobarbital,pylorospasm
itraconazole,histoplasmosis
diclofenac,juvenile idiopathic arthritis
